file,kernel,comp,rational,mem,localmem,coalesced,atomic,F2:coalesced/mem,F4:comp/mem
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-5126d03bb02386ff3486cc22129073e62d79b2e4.cl,B,44,2,45,39,0,0,0,0.978
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-561d8fde55bd3db287b615acd76209fe9eddcfb7.cl,A,0,1,2,0,2,0,1,0
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-58fa6f7af33548c10b900db0eb007c6b84b6497d.cl,A,1,1,3,0,3,0,1,0.333
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-59a780bdc44f59717c850b44781c1188f1d402f6.cl,A,0,0,2,0,2,0,1,0
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-6298b2baeee8560786e96501dc5aa27904cba996.cl,C,47,8,48,16,8,0,0.167,0.979
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-6298b2baeee8560786e96501dc5aa27904cba996.cl,D,51,8,48,16,8,0,0.167,1.06
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-6298b2baeee8560786e96501dc5aa27904cba996.cl,E,18,3,8,0,0,0,0,2.25
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-6298b2baeee8560786e96501dc5aa27904cba996.cl,F,39,4,34,12,8,0,0.235,1.15
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-7a3d9498b9843f7585b1e4db40fd0fcdd6ea1732.cl,C,48,8,48,16,8,0,0.167,1
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-7a3d9498b9843f7585b1e4db40fd0fcdd6ea1732.cl,D,51,8,48,16,8,0,0.167,1.06
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-7a3d9498b9843f7585b1e4db40fd0fcdd6ea1732.cl,E,18,3,8,0,0,0,0,2.25
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-7a3d9498b9843f7585b1e4db40fd0fcdd6ea1732.cl,F,39,4,34,12,8,0,0.235,1.15
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-7e403a2c7c06133a77c53d14fd240fbf2561a80d.cl,A,101,7,78,67,0,0,0,1.29
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-7e403a2c7c06133a77c53d14fd240fbf2561a80d.cl,B,89,6,67,56,0,0,0,1.33
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-80deefb0642a250d937d885db5b27b07c84ba650.cl,B,27,20,46,39,2,0,0.0435,0.587
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-80deefb0642a250d937d885db5b27b07c84ba650.cl,C,5,4,7,0,5,0,0.714,0.714
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-904b8f477465a119a22a0191af686cc24c5111b6.cl,A,26,4,5,0,4,0,0.8,5.2
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-904b8f477465a119a22a0191af686cc24c5111b6.cl,B,2711005107,1902368160,2711708528,2133682529,1416064629,1131308400,0.522,1
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-904b8f477465a119a22a0191af686cc24c5111b6.cl,C,2711005113,1902368161,2711708530,2133682529,1416064629,1131308400,0.522,1
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-92cab0c0be388a9177e41e74960e6a0f79729101.cl,A,9,2,1,0,0,0,0,9
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-92cab0c0be388a9177e41e74960e6a0f79729101.cl,C,3771393190,2254104289,3671982099,2656752322,2832129259,2262616800,0.771,1.03
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-944fad2406c436701bd2255c321085ecff6fe6ec.cl,A,69,1,2,0,2,0,1,34.5
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-944fad2406c436701bd2255c321085ecff6fe6ec.cl,B,4,0,3,0,3,0,1,1.33
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-a742735b44c90cf284684d41f508e705fd194f29.cl,C,83,4,45,20,1,0,0.0222,1.84
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-a742735b44c90cf284684d41f508e705fd194f29.cl,D,5,4,6,4,0,0,0,0.833
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-a861d1e09afb5528c9b571f77cab545cd77ac3fe.cl,A,23,2,7,4,0,0,0,3.29
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-acdd3fa7f53bfa6adf34b9aeb6c930041de5d6b2.cl,A,21,0,6,0,0,0,0,3.5
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-acdd3fa7f53bfa6adf34b9aeb6c930041de5d6b2.cl,B,21,0,6,0,0,0,0,3.5
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-acdd3fa7f53bfa6adf34b9aeb6c930041de5d6b2.cl,C,48,0,7,0,0,0,0,6.86
